News Outlet,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Scientists reveal the wonders of Jupiter, using information from @NASA's Juno mission. 🚀✨

Horizon: Jupiter Reveale… https://t.co/yZ0UQjp82Q",0.0,0.0,0.0,1.0,1
@BBC,Mon Aug 06 23:17:03 +0000 2018,Ever wondered if your teeny tiny adorable cat is actually trying to kill you? 🤷‍♀️😼 https://t.co/FyonKEdYPp,-0.3612,0.146,0.215,0.639,2
@BBC,Mon Aug 06 23:17:03 +0000 2018,These dog cakes are unsettlingly realistic... 🐶😲 https://t.co/pZNff7c1em https://t.co/6RJs6kXkBK,0.0,0.0,0.0,1.0,3
@BBC,Mon Aug 06 23:17:03 +0000 2018,"😍 The geometric patterns of Jupiter's polar storms are incredible. 

#Horizon: Jupiter Revealed | 9pm | @BBCTwo https://t.co/vFNTJEclKU",0.0,0.0,0.0,1.0,4
@BBC,Mon Aug 06 23:17:03 +0000 2018,"📚 Your SQA results day survival guide. 
👉 https://t.co/z1W70i38kd

#ExamResults https://t.co/3z6vvCxRQl",0.0,0.0,0.0,1.0,5
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Under a new system called ""Max's Law"", adults in England will be presumed to consent to donating their organs unles… https://t.co/vmZT9tQuh9",0.2263,0.091,0.0,0.909,6
@BBC,Mon Aug 06 23:17:03 +0000 2018,"""I'm the first Somali male model in Finland""

Zakarie Ali moved to Finland aged 3. Now, he's using his modelling ca… https://t.co/QLpaLnM4t9",0.0,0.0,0.0,1.0,7
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Everyone loves fried potato, but can Belgium claim ownership of the French fry?  🇧🇪🍟🇫🇷
 https://t.co/zllgYOw5Vb https://t.co/kJmiu0ZFWo",0.3291,0.135,0.0,0.865,8
@BBC,Mon Aug 06 23:17:03 +0000 2018,"""If it was your family then you wouldn't like it"". 💔🐘

Meet the schoolgirl who wants to protect endangered elephant… https://t.co/z6RtcX2FFu",0.1255,0.11,0.089,0.801,9
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Do you recycle yoghurt pots and ready meal trays? 🗑♻️

It's emerged that most of the plastic food containers that w… https://t.co/Rr4S2SwdQf",0.3612,0.106,0.0,0.894,10
@BBC,Mon Aug 06 23:17:03 +0000 2018,"✏️ This is what happened when body activists @SofieHagen and @theslumflower drew each other... 

https://t.co/I1Xh3q8KSz",0.0,0.0,0.0,1.0,11
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Tonight, @kdbrundell uncovers the true story of Elizabethan children kidnapped for the stage. 

Abducted - Elizabet… https://t.co/uTxBUH4iGV",-0.128,0.139,0.164,0.697,12
@BBC,Mon Aug 06 23:17:03 +0000 2018,"""No chain... he is free.""

🐻 A heartrending story with a happy ending. https://t.co/0YjmUMBJGg",0.3612,0.248,0.148,0.604,13
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @BBCTwo: Raise a goblet to the best of the inimitable #MonChevy! ❤️🇫🇷 #Versailles https://t.co/fcY91r5O3y,0.6696,0.257,0.0,0.743,14
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Kyle dreams of being a hairdresser but one of his hands didn't develop properly in the womb. 

✂️ Can Judge from Th… https://t.co/tVRHz1Ayjl",0.2144,0.081,0.0,0.919,15
@BBC,Mon Aug 06 23:17:03 +0000 2018,"These lucky seals have avoided becoming an orca meal by crowding onto a rock in Pentland Firth, Scotland. https://t.co/hjlBOJ64li",0.1027,0.132,0.113,0.755,16
@BBC,Mon Aug 06 23:17:03 +0000 2018,"😍🐴 Donkeys are wearing snazzy trousers and we think they look great.
👉 https://t.co/ywGVbx8ELc https://t.co/2KErCznfT8",0.6249,0.24,0.0,0.76,17
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🦀 When it comes to boxing crabs, the gloves are off!
#AnimalsBehavingBadly https://t.co/vvJ2M41s8e",0.0,0.0,0.0,1.0,18
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @BBCBreakfast: Jake is one of only ten Brits to reach the summit of the world's second highest mountain... Check out what he did when he…,0.0258,0.042,0.0,0.958,19
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @bbc5live: Meet Mojo!
 
The first police dog on the scene of the Manchester Arena attack has been awarded for his bravery.
 
Now, after…",0.4753,0.204,0.102,0.693,20
@BBC,Mon Aug 06 23:17:03 +0000 2018,👰 An American woman has spoken of her dismay after being sacked from her role as bridesmaid prompting others to sha… https://t.co/FGpnAof79D,-0.4215,0.0,0.123,0.877,21
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @bbcarts: Art detectives Fiona Bruce and @philipmould are back! #FakeorFortune returns to @BBCOne on Sunday 12 August. https://t.co/ukM4…,0.0,0.0,0.0,1.0,22
@BBC,Mon Aug 06 23:17:03 +0000 2018,The amount of plastic waste in the Pacific Ocean is huge. https://t.co/JUYaXXTmX3,-0.128,0.152,0.185,0.662,23
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Six in 10 kidney donors are women – but some 6 in 10 recipients are men. 

This may have health consequences for bo… https://t.co/sdVCZ4wQFL",0.0,0.0,0.0,1.0,24
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🍓❤️ Strawberry Fields Forever.

This former children's home will become a training hub for young people with disabi… https://t.co/SOJqX9c2ac",0.0,0.0,0.0,1.0,25
@BBC,Mon Aug 06 23:17:03 +0000 2018,🙌 @SethMacFarlane is one talented guy. https://t.co/TrFj6ZN1VV,0.5106,0.398,0.0,0.602,26
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Based on a true heartwarming story, starring Meryl Streep and Hugh Grant. 

Florence Foster Jenkins | 8:15pm |… https://t.co/312zYQaCZE",0.8126,0.375,0.0,0.625,27
@BBC,Mon Aug 06 23:17:03 +0000 2018,🤖 We’re at the point where AI can take on mundane household tasks – if slowly. And the implications of this technol… https://t.co/3ZMBwEJa7d,0.0,0.0,0.0,1.0,28
@BBC,Mon Aug 06 23:17:03 +0000 2018,"How can someone work, pay taxes and still be homeless? https://t.co/rCpmM5ybZl",-0.1027,0.0,0.123,0.877,29
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Standing out without standing up. 
(via @BBCThree) https://t.co/Aj7NXlFAq2",0.0,0.0,0.0,1.0,30
@BBC,Mon Aug 06 23:17:03 +0000 2018,😲 Add Vietnam's breathtaking Golden Bridge to your bucket list. https://t.co/ZOQGb7LvZ4,0.4588,0.25,0.0,0.75,31
@BBC,Mon Aug 06 23:17:03 +0000 2018,🔭 The black hole at the centre of our galaxy has helped astronomers confirm a key prediction of Albert Einstein's i… https://t.co/2K8gIbAFQf,0.0,0.0,0.0,1.0,32
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🍽 Are online bookings killing restaurants?

According to some estimates, 'no-shows' account for 5-20% of total rest… https://t.co/PLU5VzHVIV",-0.6597,0.0,0.216,0.784,33
@BBC,Mon Aug 06 23:17:03 +0000 2018,"BLOOPERS! 
@ProfBrianCox can't tell his hominins from his hominids. Or possibly the other way around. https://t.co/tMtcUiyfED",0.0,0.0,0.0,1.0,34
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @bbccomedy: RIP dear Barry Chuckle. Here's to you. ❤️

https://t.co/rSwjoRcPAZ",0.6486,0.371,0.0,0.629,35
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Barry Chuckle, one half of the comedy duo the Chuckle Brothers, has died aged 73 after a short period of ill health… https://t.co/bsG0GOtdTJ",0.128,0.252,0.204,0.543,36
@BBC,Mon Aug 06 23:17:03 +0000 2018,📖👀 Meet the boy who has written a book with his eyes. https://t.co/j7TmFadeQk,0.0,0.0,0.0,1.0,37
@BBC,Mon Aug 06 23:17:03 +0000 2018,"📚 From a novel within a novel to a surreal thriller set in Cuba, here are 10 books to read in August.
👉… https://t.co/4RaFMSpIUN",0.6124,0.261,0.0,0.739,38
@BBC,Mon Aug 06 23:17:03 +0000 2018,🤸 Christine Van Loo is an acro-gymnastics champion who has choreographed routines for Britney Spears. https://t.co/RlBwN5AnNZ,0.5994,0.218,0.0,0.782,39
@BBC,Mon Aug 06 23:17:03 +0000 2018,"☀️🏝 New to #DesertIslandDiscs? 

Here’s where to start…
👉 https://t.co/UrrPpwbdV9 https://t.co/ufjJJaY28m",0.0,0.0,0.0,1.0,40
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Now this is an impressive line-up!

Watch #LeadingLadyParts on @BBCiPlayer https://t.co/CLzcEFNtYl",0.5562,0.264,0.0,0.736,41
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Gin and tonic are a match made in heaven. 
So, how did they come together? https://t.co/9fXOpnWpgZ",0.5106,0.191,0.0,0.809,42
@BBC,Mon Aug 06 23:17:03 +0000 2018,"When online fandom becomes toxic.
👉 https://t.co/qccSNcTi0l https://t.co/j6dJARWqBA",0.0,0.0,0.0,1.0,43
@BBC,Mon Aug 06 23:17:03 +0000 2018,"♻️🗑 Ever thought about where the waste you produce ends up after you get rid of it? 
#NoWasteMan https://t.co/axNWRfISmH",-0.4215,0.0,0.135,0.865,44
@BBC,Mon Aug 06 23:17:03 +0000 2018,"📸 The face behind a stock image. 

How one woman unwittingly gave away her face for free. 
👉 https://t.co/LGZo1FHl5U https://t.co/fNmn2nkfDD",0.5106,0.171,0.0,0.829,45
@BBC,Mon Aug 06 23:17:03 +0000 2018,"The pika is most definitely the world's cutest thief!
#AnimalsBehavingBadly https://t.co/v8dSKoVYgD",0.5697,0.383,0.184,0.433,46
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @bbcthree: Painting a different picture of homelessness. https://t.co/xQnRSb9FYE,0.0,0.0,0.0,1.0,47
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @BBCWorld: #ThaiCaveRescue: Boys and rescuers celebrated in art 🐗💙

https://t.co/O34VRnrC9y https://t.co/r2X4Gx7YEB",0.5719,0.252,0.0,0.748,48
@BBC,Mon Aug 06 23:17:03 +0000 2018,✊ Cindy Whitehead was one of the first female pro skateboarders in the 70s riding vertical inclines. https://t.co/8x58hjAuQd,0.0,0.0,0.0,1.0,49
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @BBCNewsNI: The history of Belfast Pride. https://t.co/WGLq9rDRmB,0.34,0.255,0.0,0.745,50
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Retroactive jealousy: Obsessed with my partner’s past.
👉 https://t.co/9fx6yhDCOL https://t.co/lUZSCbGG3L",-0.4588,0.0,0.364,0.636,51
@BBC,Mon Aug 06 23:17:03 +0000 2018,"""I don't wear make-up to feel secure, I wear make-up to make society feel secure.""
(via @BBCThree) https://t.co/HKAhvdDBRt",0.34,0.13,0.0,0.87,52
@BBC,Mon Aug 06 23:17:03 +0000 2018,"📺 From Tom Clancy’s Jack Ryan to Matt Groening’s new animation, @BBC_culture round up the TV shows worth seeing in… https://t.co/9YHJHZdWV1",0.2263,0.091,0.0,0.909,53
@BBC,Mon Aug 06 23:17:03 +0000 2018,"📚 Do you have a habit of picking up books that you never quite get around to reading?

You might be unwittingly eng… https://t.co/0NWHPGZzWv",0.0,0.0,0.0,1.0,54
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🐸 Meet Sylvia's Tree Frog!

This species has been confused with a similar looking one since 1925 but now researcher… https://t.co/ds0R3KxeSp",-0.2363,0.0,0.097,0.903,55
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Got kids on school holidays?

☀️ Download the @CBBC Buzz app now for loads of fun like this summer holiday name gen… https://t.co/tVKhEZDCp5",0.8779,0.369,0.0,0.631,56
@BBC,Mon Aug 06 23:17:03 +0000 2018,"An evening of roots reggae, dub, dancehall, salsa, rumba and Afro-Cuban beats from the @RoyalAlbertHall. 🎶🥁… https://t.co/4ZRjtCqBjQ",0.0,0.0,0.0,1.0,57
@BBC,Mon Aug 06 23:17:03 +0000 2018,😂⚔️ Stewart Lee vs Game of Thrones https://t.co/4YIvD4tna5,0.0,0.0,0.0,1.0,58
@BBC,Mon Aug 06 23:17:03 +0000 2018,😍 Just one of the 16 daily sunrises seen from the International Space Station. https://t.co/RXjxaohn6x,0.0,0.0,0.0,1.0,59
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Running away from your responsibilities on a Friday like... 

#FridayFeeling https://t.co/OSCp8m1KKf",0.0,0.0,0.0,1.0,60
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @BBCRadio4: 🥁 'Why I'm banging the drum for equal pay' 🥁 
Gemma Arterton 🌟💫 speaks out about women's rights and reveals what inspires he…",0.3612,0.115,0.055,0.83,61
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @BBCLookNorth: Staff @SheffChildrens pulled out all the stops to make sure this young cancer patient could be a bridesmaid at her parent…,-0.5719,0.084,0.22,0.696,62
@BBC,Mon Aug 06 23:17:03 +0000 2018,"❤️🦏 A critically endangered Eastern Black Rhino's been born in front of visitors at Chester Zoo.

It's believed the… https://t.co/9CwJGGGtvM",0.0,0.0,0.0,1.0,63
@BBC,Mon Aug 06 23:17:03 +0000 2018,🗣️🚆 Commuters in Toronto are getting travel tips from a very famous voice...  https://t.co/4uAAzg99W3,0.0,0.0,0.0,1.0,64
@BBC,Mon Aug 06 23:17:03 +0000 2018,"😂 @RickyGervais is the king of cringe. 
#Extras https://t.co/NAo9RqbsaT",0.0,0.0,0.0,1.0,65
@BBC,Mon Aug 06 23:17:03 +0000 2018,"What's the least popular emoji on Twitter?
👉 https://t.co/nvVIbXZE5C https://t.co/l63JGiR9ZI",-0.3252,0.0,0.226,0.774,66
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🛩🛩🛩
Britain's first disabled air display team is getting ready for takeoff! https://t.co/kOxwAFPIEt",0.4199,0.189,0.0,0.811,67
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Just 13.2% of the world's oceans could be classed as wilderness, according to new research.
👉… https://t.co/AHjAciuC3G",0.0,0.0,0.0,1.0,68
@BBC,Mon Aug 06 23:17:03 +0000 2018,"How did you sleep last night? 

Chances are you didn't get enough 💤 https://t.co/noTei8EVzE",0.2023,0.13,0.0,0.87,69
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Follow the prosecution of a gang that uses drones to deliver drugs to people in prison. 

The Prosecutors | 9pm |… https://t.co/WVohvyXfRF",-0.7579,0.0,0.265,0.735,70
@BBC,Mon Aug 06 23:17:03 +0000 2018,"After suffering from a stroke, Richard turned to baking as a form of therapy. https://t.co/pFJEZ6wDPN",-0.4767,0.0,0.205,0.795,71
@BBC,Mon Aug 06 23:17:03 +0000 2018,The jacket worn by Harrison Ford when he played Han Solo in Star Wars' The Empire Strikes Back is expected to fetch… https://t.co/gKQGexAVQa,-0.7096,0.081,0.279,0.64,72
@BBC,Mon Aug 06 23:17:03 +0000 2018,"What happened to the boy who chased away the lions? 
#BBCInnovators https://t.co/cc3hhSkCRp",0.0,0.0,0.0,1.0,73
@BBC,Mon Aug 06 23:17:03 +0000 2018,".@ShirleyBallas's great-grandmother, travelled to New York for a new life but the rest of her story is far from pla… https://t.co/rFPEyWNYP5",0.0,0.0,0.0,1.0,74
@BBC,Mon Aug 06 23:17:03 +0000 2018,☔️ A van driver in the Canadian city of Ottawa has been sacked after they were filmed repeatedly splashing pedestri… https://t.co/7cqN64jHCA,0.0,0.0,0.0,1.0,75
@BBC,Mon Aug 06 23:17:03 +0000 2018,😲 Add Vietnam's breathtaking Golden Bridge to your travel bucket list. https://t.co/ZOQGb7LvZ4,0.4588,0.231,0.0,0.769,76
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @BBCRadio4: So where exactly does Alan Bennett stop and @ProfBrianCox begin?
@robinince may have the answer.
More from @themonkeycage he…",-0.296,0.0,0.099,0.901,77
@BBC,Mon Aug 06 23:17:03 +0000 2018,"In the UK, we use around 7 million disposable coffee cups each day. 

That's 82 tonnes of non-recyclable waste crea… https://t.co/L4OsfxKj7Z",-0.4215,0.0,0.128,0.872,78
@BBC,Mon Aug 06 23:17:03 +0000 2018,"How the handmaid became an international protest symbol.
👉 https://t.co/CQ4Q7MmSu9 https://t.co/iBS1uxSx1G",-0.25,0.0,0.182,0.818,79
@BBC,Mon Aug 06 23:17:03 +0000 2018,🎨 Celebrating immigration through street art. https://t.co/6vYjU7MgGM,0.5719,0.425,0.0,0.575,80
@BBC,Mon Aug 06 23:17:03 +0000 2018,Three things you might not know about domestic abuse. https://t.co/toqVr31d23,-0.6369,0.0,0.318,0.682,81
@BBC,Mon Aug 06 23:17:03 +0000 2018,📖👀 The boy who has written a book with his eyes. https://t.co/j7TmFadeQk,0.0,0.0,0.0,1.0,82
@BBC,Mon Aug 06 23:17:03 +0000 2018,"A pest controller who discovered a nest with ""around 10-15,000"" wasps in a garage cupboard described his experience… https://t.co/yNxDd1Uqx4",0.0,0.0,0.0,1.0,83
@BBC,Mon Aug 06 23:17:03 +0000 2018,"🎶 'A lower volume of music encourages healthier eating'

Seven ways in which melody seasons our meals. 
👉… https://t.co/2lCCxlco7L",0.1779,0.137,0.104,0.758,84
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Today is #YorkshireDay! Why not celebrate by eating a full roast dinner wrapped in a Yorkshire pudding? 😍🍗🥕🥔

https://t.co/D1H4QYO2g3",-0.509,0.0,0.171,0.829,85
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @BBC6Music: 🎧 Which records are you still waiting to hear this year?

Here are 50 albums to look forward to during the rest of 2018 http…",0.0,0.0,0.0,1.0,86
@BBC,Mon Aug 06 23:17:03 +0000 2018,"✈️ A woman, who fulfilled her air hostess mother's dream by piloting her final flight before retirement, says she f… https://t.co/6E2KzoyCWY",0.5859,0.211,0.0,0.789,87
@BBC,Mon Aug 06 23:17:03 +0000 2018,RT @BBCLeeds: What if animals spoke in a Yorkshire accent? Happy #YorkshireDay! https://t.co/ELm4ot3sQp,0.6114,0.266,0.0,0.734,88
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @bbcrb: We all know SOMEONE  who needs to do this! 🤰😈😂
@UltraBabyFace https://t.co/zfjN3xA20m",0.0,0.0,0.0,1.0,89
@BBC,Mon Aug 06 23:17:03 +0000 2018,🍣🎣 How did we become hooked on sushi? https://t.co/M6UXeJq9DI,0.0,0.0,0.0,1.0,90
@BBC,Mon Aug 06 23:17:03 +0000 2018,A French student has spoken out after she was harassed by a man in a Paris street and then hit in the face when she… https://t.co/65bcKXM3P1,-0.5423,0.0,0.137,0.863,91
@BBC,Mon Aug 06 23:17:03 +0000 2018,"""Y'alright love?"" 😂 This crow has a Yorkshire accent and it's the best thing you'll hear today. 

#YorkshireDay

https://t.co/3J8BQGiZM7",0.6369,0.208,0.0,0.792,92
@BBC,Mon Aug 06 23:17:03 +0000 2018,"The story of a young girl's choice between Oxford and the university of life...

#AnEducation | 10pm | @BBCFour |… https://t.co/TCSjXsn02B",0.0,0.0,0.0,1.0,93
@BBC,Mon Aug 06 23:17:03 +0000 2018,"Drama series telling the story of a dysfunctional family, set within a family-run beauty salon.

Age Before Beauty… https://t.co/axP5dYrHMA",0.5859,0.192,0.0,0.808,94
@BBC,Mon Aug 06 23:17:03 +0000 2018,How Australia's first gay imam is 'saving lives'. https://t.co/u2QmgRGHCM,0.0,0.0,0.0,1.0,95
@BBC,Mon Aug 06 23:17:03 +0000 2018,"RT @bbcwritersroom: Writer Debbie Horsfield's new @BBCOne drama #AgeBeforeBeauty begins tonight (Tue 31 July) at 9pm. 

We caught up with D…",0.0,0.0,0.0,1.0,96
@BBC,Mon Aug 06 23:17:03 +0000 2018,"The Old Bridge in Mostar is one of Bosnia-Herzegovina's most famous landmarks. 

But does it connect or divide the… https://t.co/lycdJ43HRh",0.0,0.0,0.0,1.0,97
